Sample,Time,Device,X,Y,Z,qW,qX,qY,qZ,aX,aY,aZ
1601,10:33:13.9451,Trigger,0,0,0,0,0,0,0,0,0,0
1602,10:33:13.9570,H,-1,296996,1,164684,-1,259894,-0,9998993,-0,00965898,-0,009774636,-0,003555316,1,102812,1,124193,0,4182682
1602,10:33:13.9570,T,-1,30568,0,9733702,-1,51632,0,2409185,-0,9681834,0,01920582,-0,06488654,332,3535,171,2406,184,4321
1603,10:33:13.9670,H,-1,296962,1,164695,-1,25987,-0,9998994,-0,009620381,-0,009792382,-0,003572043,1,098363,1,126229,0,420161
1603,10:33:13.9670,T,-1,305733,0,9734076,-1,516297,0,240943,-0,9681764,0,01919534,-0,06490365,332,3506,171,2386,184,4316
1604,10:33:13.9780,H,-1,296983,1,16471,-1,259859,-0,9998997,-0,009488788,-0,00984164,-0,003700824,1,083117,1,131956,0,4348237
1604,10:33:13.9780,T,-1,305656,0,9733607,-1,516256,0,2408804,-0,9681881,0,01920465,-0,0649585,332,3583,171,232,184,4337
1605,10:33:13.9889,H,-1,296948,1,164748,-1,259795,-0,9998992,-0,00950876,-0,009848485,-0,003761664,1,085333,1,132815,0,4418263
1605,10:33:13.9889,T,-1,305663,0,9733561,-1,516249,0,2408947,-0,9681847,0,01918641,-0,06496206,332,3565,171,232,184,4317
1606,10:33:13.9999,H,-1,296952,1,164756,-1,259792,-0,999899,-0,009432584,-0,009905528,-0,003872993,1,076452,1,139438,0,4545592
1606,10:33:13.9999,T,-1,305464,0,9733024,-1,516083,0,2407807,-0,9682168,0,01915765,-0,06491455,332,3694,171,2399,184,4252
1607,10:33:14.0119,H,-1,296966,1,164728,-1,259756,-0,9998976,-0,009548312,-0,009921486,-0,003897572,1,089679,1,141349,0,4575264
1607,10:33:14.0119,T,-1,305456,0,9733175,-1,516073,0,2408525,-0,9681983,0,01920465,-0,06491031,332,3614,171,2383,184,4318
1608,10:33:14.0228,H,-1,296972,1,164731,-1,259753,-0,9998971,-0,009525144,-0,009962497,-0,003985396,1,086904,1,146133,0,4676091
1608,10:33:14.0228,T,-1,30565,0,9734317,-1,516258,0,2407858,-0,9682112,0,01916659,-0,06497616,332,3692,171,2319,184,4283
1609,10:33:14.0338,H,-1,29711,1,164723,-1,259802,-0,9998972,-0,00959114,-0,009913264,-0,003906709,1,094579,1,140437,0,4586138
1609,10:33:14.0338,T,-1,305637,0,9734513,-1,516251,0,2408787,-0,9681911,0,01912768,-0,06494244,332,3578,171,2364,184,4235
1610,10:33:14.0448,H,-1,297158,1,164733,-1,259822,-0,9998968,-0,009602715,-0,009913293,-0,00400478,1,095794,1,140553,0,4698663
1610,10:33:14.0448,T,-1,305325,0,9734043,-1,516016,0,2409231,-0,96818,0,01910508,-0,06495047,332,3524,171,2356,184,4215
1611,10:33:14.0558,H,-1,29718,1,164709,-1,259853,-0,9998969,-0,009667142,-0,009848061,-0,003967182,1,10325,1,133067,0,4655596
1611,10:33:14.0558,T,-1,305466,0,9734424,-1,516235,0,2408728,-0,9681861,0,01910937,-0,06504527,332,3588,171,2241,184,4243
1612,10:33:14.0667,H,-1,2972,1,164718,-1,259853,-0,9998962,-0,009778574,-0,009841989,-0,003903197,1,116094,1,132354,0,4583472
1612,10:33:14.0667,T,-1,305447,0,9734529,-1,516233,0,2409342,-0,9681703,0,01903475,-0,06507355,332,351,171,2222,184,4166
1613,10:33:14.0777,H,-1,297219,1,164688,-1,259895,-0,9998989,-0,00972545,-0,009668519,-0,003791553,1,11021,1,112323,0,4452992
1613,10:33:14.0777,T,-1,305624,0,9735391,-1,516465,0,2409245,-0,9681659,0,01901282,-0,06518131,332,3524,171,2094,184,4171
1614,10:33:14.0897,H,-1,297266,1,164673,-1,259953,-0,9998998,-0,009694781,-0,009639516,-0,003682515,1,10683,1,108863,0,4327366
1614,10:33:14.0897,T,-1,30559,0,9735506,-1,516476,0,2409457,-0,968155,0,01901125,-0,06526539,332,3503,171,1987,184,4198
1615,10:33:14.0996,H,-1,297286,1,164697,-1,259957,-0,9999012,-0,009678694,-0,009499468,-0,003684678,1,105045,1,092808,0,4328117
1615,10:33:14.0996,T,-1,305392,0,9734701,-1,516378,0,2409828,-0,9681414,0,01904571,-0,06532063,332,3465,171,1903,184,4263
1616,10:33:14.1116,H,-1,297289,1,164694,-1,259919,-0,9999028,-0,009634081,-0,009401209,-0,003641356,1,100022,1,081478,0,4276897
1616,10:33:14.1116,T,-1,305356,0,9734687,-1,516371,0,2409203,-0,9681571,0,01903906,-0,06532143,332,3538,171,191,184,4247
1617,10:33:14.1226,H,-1,297269,1,164703,-1,259888,-0,9999034,-0,009655651,-0,009286379,-0,003717743,1,102461,1,068411,0,4363407
1617,10:33:14.1226,T,-1,305147,0,9734205,-1,51604,0,2408971,-0,9681591,0,01899675,-0,06538799,332,3565,171,1842,184,4211
1618,10:33:14.1336,H,-1,297292,1,164682,-1,259812,-0,999905,-0,009595805,-0,009179178,-0,003721173,1,095647,1,056101,0,4365519
1618,10:33:14.1336,T,-1,305145,0,9734182,-1,51602,0,2408251,-0,9681782,0,01900263,-0,06536966,332,3649,171,187,184,4204
1619,10:33:14.1445,H,-1,297259,1,164663,-1,259773,-0,9999053,-0,0097051,-0,009074149,-0,00361074,1,108332,1,043991,0,4238959
1619,10:33:14.1445,T,-1,305247,0,9732939,-1,515925,0,2408762,-0,9681644,0,01908869,-0,06536076,332,3596,171,185,184,4315
1620,10:33:14.1555,H,-1,297262,1,164639,-1,259709,-0,9999052,-0,009709468,-0,009057719,-0,003657218,1,108791,1,042161,0,4292088
1620,10:33:14.1555,T,-1,305235,0,9733174,-1,51589,0,2409302,-0,9681538,0,01917359,-0,06529439,332,3538,171,1902,184,4408
1621,10:33:14.1675,H,-1,297238,1,164628,-1,259683,-0,9999037,-0,009876985,-0,009070355,-0,003579214,1,128063,1,043597,0,4204595
1621,10:33:14.1675,T,-1,305231,0,9733397,-1,515862,0,2410796,-0,9681205,0,01916932,-0,06523673,332,3359,171,1961,184,4404
1622,10:33:14.1774,H,-1,297245,1,164591,-1,259648,-0,9999033,-0,009935152,-0,009093078,-0,003472305,1,134831,1,046106,0,4082942
1622,10:33:14.1784,T,-1,305115,0,9733506,-1,515833,0,2412129,-0,9680882,0,01917165,-0,06522371,332,3202,171,1964,184,4419
1623,10:33:14.1894,H,-1,297235,1,164554,-1,259659,-0,999902,-0,01002805,-0,009135442,-0,003476021,1,145455,1,051005,0,4088666
1623,10:33:14.1894,T,-1,30511,0,9733657,-1,515815,0,2412252,-0,9680839,0,01916037,-0,06524438,332,3188,171,194,184,4413
1624,10:33:14.2004,H,-1,297212,1,16452,-1,259642,-0,999901,-0,01007583,-0,009188439,-0,003494828,1,150889,1,057122,0,4111336
1624,10:33:14.2004,T,-1,305154,0,9733601,-1,515933,0,2412221,-0,9680824,0,01912534,-0,06528799,332,319,171,1896,184,4382
1625,10:33:14.2113,H,-1,297123,1,164485,-1,259652,-0,9998991,-0,01019914,-0,009239907,-0,003537483,1,164952,1,063124,0,4162134
1625,10:33:14.2113,T,-1,305132,0,9733685,-1,515926,0,2412409,-0,96808,0,01916349,-0,06524439,332,3169,171,1937,184,4419
1626,10:33:14.2223,H,-1,297101,1,164453,-1,259659,-0,9998969,-0,01028843,-0,009350237,-0,003620608,1,175049,1,075906,0,4259655
1626,10:33:14.2223,T,-1,304968,0,9733605,-1,515921,0,241346,-0,9680612,0,01910508,-0,06515045,332,3036,171,2063,184,433
1627,10:33:14.2333,H,-1,297071,1,164409,-1,259636,-0,9998954,-0,01037027,-0,009381331,-0,003706745,1,18432,1,079608,0,4359629
1627,10:33:14.2333,T,-1,304956,0,9733776,-1,515935,0,2414003,-0,9680488,0,01905822,-0,06514839,332,2968,171,2074,184,4278
1628,10:33:14.2443,H,-1,297031,1,164391,-1,25965,-0,9998925,-0,01057466,-0,00946181,-0,003697224,1,207718,1,088915,0,4351914
1628,10:33:14.2443,T,-1,304784,0,973384,-1,515756,0,2415448,-0,9680155,0,01908283,-0,06509977,332,2798,171,2114,184,4312
1629,10:33:14.2552,H,-1,297031,1,16432,-1,259588,-0,999891,-0,01059934,-0,00959554,-0,003699547,1,210485,1,104256,0,4356467
1629,10:33:14.2552,T,-1,30476,0,973405,-1,515766,0,2416158,-0,9680056,0,01901752,-0,06500253,332,2704,171,2249,184,4209
1630,10:33:14.2662,H,-1,297016,1,164303,-1,259612,-0,9998897,-0,01062155,-0,009706213,-0,003700201,1,212981,1,116952,0,4358808
1630,10:33:14.2672,T,-1,304976,0,9733253,-1,515637,0,2416875,-0,9679878,0,01902966,-0,06499691,332,2621,171,2245,184,4231
1631,10:33:14.2782,H,-1,297034,1,164293,-1,259545,-0,9998884,-0,01071395,-0,009736864,-0,003683602,1,223574,1,120487,0,43412
1631,10:33:14.2782,T,-1,305205,0,9734415,-1,515714,0,2417209,-0,96798,0,01898341,-0,06500333,332,2578,171,2248,184,4179
1632,10:33:14.2891,H,-1,297023,1,16431,-1,25949,-0,999889,-0,01062754,-0,009743335,-0,003767972,1,213575,1,121292,0,4436995
1632,10:33:14.2891,T,-1,305195,0,973451,-1,515701,0,2417453,-0,9679733,0,01904962,-0,0649929,332,2555,171,2239,184,4262
1633,10:33:14.3001,H,-1,297018,1,164334,-1,259501,-0,999889,-0,01060037,-0,009750406,-0,003827975,1,210391,1,122162,0,450554
1633,10:33:14.3001,T,-1,304934,0,9732769,-1,51558,0,2416593,-0,9679917,0,01905079,-0,06503839,332,2658,171,2189,184,4267
1634,10:33:14.3111,H,-1,296957,1,164346,-1,259429,-0,9998908,-0,01049412,-0,009643535,-0,003905975,1,198177,1,109956,0,4592449
